"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://laureltreecounseling.com/faq/","text/html; charset=UTF-8","200","OK","Indexable","","FAQ | Laurel Tree Counseling","28","259","","0","0","","0","","0","Follow Us","9","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://laureltreecounseling.com/faq/","","","","","","57716","13959","13959","5.440","","227","32","7.094","44.224","Hard","2.955","1","1","","13","6","0","100.000","15","6","0","1","1","0","","","","","e906ec23d7e9615aa81868d11980518a","1.106","","","","","en-US","1.1","","","","","","https://laureltreecounseling.com/faq/","2025-11-24 20:30:33"
"https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-10.css?ver=1762201128","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1075","1075","1075","0.419","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.034","Mon, 03 Nov 2025 20:18:48 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-10.css?ver=1762201128","2025-11-24 20:30:35"
"https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.32.3","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1727","1727","1727","0.673","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.035","Sat, 01 Nov 2025 21:36:06 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.32.3","2025-11-24 20:30:35"
"https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-356.css?ver=1762198266","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","462","462","462","0.180","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.098","Mon, 03 Nov 2025 19:31:06 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-356.css?ver=1762198266","2025-11-24 20:30:35"
"https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min.css?ver=3.32.5","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","921","921","921","0.359","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.103","Sat, 01 Nov 2025 21:57:48 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min.css?ver=3.32.5","2025-11-24 20:30:35"
"https://laureltreecounseling.com/our-team/","text/html; charset=UTF-8","200","OK","Indexable","","Our Team | Laurel Tree Counseling","33","310","","0","0","","0","","0","Kristen Ross, LPC","17","Michele Meyers, PsyD","20","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://laureltreecounseling.com/our-team/","","","","","","61011","15578","15578","6.070","","682","93","7.333","33.665","Hard","8.463","1","1","","13","6","0","100.000","15","6","0","1","1","0","","","","","9b991592a8248b3815310c349a2adec3","0.939","","","","","en-US","1.1","","","","","","https://laureltreecounseling.com/our-team/","2025-11-24 20:30:34"
"https://laureltreecounseling.com/wp-content/uploads/elementor/thumbs/Dreamwave-Photo-Green-Blazer.-Circle-rbetqihj15p86zaeszou005ctuf2ywjjwwb9k4lsky.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","143190","143190","143190","55.799","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.038","Sun, 07 Sep 2025 15:10:04 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/thumbs/Dreamwave-Photo-Green-Blazer.-Circle-rbetqihj15p86zaeszou005ctuf2ywjjwwb9k4lsky.png","2025-11-24 20:30:35"
"https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-267.css?ver=1762035144","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","700","700","700","0.273","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.107","Sat, 01 Nov 2025 22:12:24 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/elementor/css/post-267.css?ver=1762035144","2025-11-24 20:30:35"
"https://laureltreecounseling.com/wp-content/uploads/2025/10/meghan-pendleton-circle-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","149801","149801","149801","58.375","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.115","Mon, 20 Oct 2025 02:12:39 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/2025/10/meghan-pendleton-circle-1.png","2025-11-24 20:30:35"
"https://laureltreecounseling.com/wp-content/uploads/2025/09/michele-myers-circle.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","194765","194765","194765","75.897","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.114","Sun, 07 Sep 2025 15:11:55 GMT","","","","","1.1","","","","","","https://laureltreecounseling.com/wp-content/uploads/2025/09/michele-myers-circle.png","2025-11-24 20:30:35"
